ABC_TYP,棚卸区分/Inventory type,1,"1：棚卸対象品目(A)",0,0
ABC_TYP,棚卸区分/Inventory type,2,"2：棚卸対象品目(B)",0,0
ABC_TYP,棚卸区分/Inventory type,3,"3：棚卸対象品目(C)",0,0
ABC_TYP,棚卸区分/Inventory type,9,"9：棚卸対象品目外",0,2
ACCESS_TYP,処理方法/Process method,1,"1：追加",0,1
ACCESS_TYP,処理方法/Process method,2,"2：削除",0,0
ACCT_TYP,科目区分/Subject Div.,0,"0：資産・負債・資本科目（Ｂ／Ｓ科目）",1,2
ACCT_TYP,科目区分/Subject Div.,1,"1：収益・費用科目（Ｐ／Ｌ科目）",1,2
ACPT_INSPC_TYP,作業系列受入検査区分/WS Accpt inspec type,1,"1：受入のみ",1,2
ACPT_INSPC_TYP,作業系列受入検査区分/WS Accpt inspec type,2,"2：受入後に検査を行う",1,2
ACPT_STS_TYP,受入状態区分/Accpt state type,1,"1：未検査",1,2
ACPT_STS_TYP,受入状態区分/Accpt state type,2,"2：検査完了",1,2
ADD_TO_OD_FLG,生産計画登録フラグ/Prod plan register flag,0,"0：登録しない",1,2
ADD_TO_OD_FLG,生産計画登録フラグ/Prod plan register flag,1,"1：登録する",1,2
ALC_STOCK_TYP,引当在庫区分/Drawing stock type,1,"1：品目在庫",1,2
ALC_STOCK_TYP,引当在庫区分/Drawing stock type,2,"2：製番在庫・先行手配製番",1,2
ALC_TYP,引当処理区分/Drawing process type,1,"1：余剰在庫引当（手持在庫）",1,2
ALC_TYP,引当処理区分/Drawing process type,2,"2：同一製番在庫（先行手配製番）引当",1,2
ALC_TYP,引当処理区分/Drawing process type,3,"3：同一製番在庫（先行手配製番）の仕掛分引当",1,2
ALC_TYP,引当処理区分/Drawing process type,4,"4：同一引当グループの製番在庫（先行手配製番）引当",1,2
ALC_TYP,引当処理区分/Drawing process type,5,"5：同一引当グループの製番在庫（先行手配製番）の仕掛分引当",1,2
ALC_TYP_2,引当区分/Drawing partition,1,"1：余剰",1,1
ALC_TYP_2,引当区分/Drawing partition,2,"2：他製番",1,1
ALC_TYP_2,引当区分/Drawing partition,3,"3：自製番",1,1
AP_DATA_TYP,データ種別/Data type,10,"10：買掛計上",1,2
AP_DATA_TYP,データ種別/Data type,20,"20：相殺",1,2
AP_DATA_TYP,データ種別/Data type,30,"30：支払",1,2
AP_PROC_TYP,買掛処理区分/AP Proc type,0,"0：未処理",1,2
AP_PROC_TYP,買掛処理区分/AP Proc type,1,"1：相殺",1,2
AP_PROC_TYP,買掛処理区分/AP Proc type,9,"9：削除",1,2
AR_STL_STD_TYP,債権決済基準/Credit settlement STD ,1,"1：決済予定日ベース　",1,2
AR_STL_STD_TYP,債権決済基準/Credit settlement STD ,2,"2：実決済日ベース",1,2
AUTO_ISSUE_REL_FLG,要求解除フラグ/Demand REL flag,0,"0：未実行",0,1
AUTO_ISSUE_REL_FLG,要求解除フラグ/Demand REL flag,1,"1：処理済み",0,0
AUTO_JNL_TYP,自動仕訳区分/Auto journalizing Div.,1,"1：自動仕訳しない",1,2
AUTO_JNL_TYP,自動仕訳区分/Auto journalizing Div.,2,"2：仕訳パターン指定",1,2
AUTO_JNL_TYP,自動仕訳区分/Auto journalizing Div.,3,"3：科目指定",1,2
AUTO_NUMBERING_TYP,自動・手動採番区分/Auto/Manual numbering Div.,1,"1：自動採番",1,2
AUTO_NUMBERING_TYP,自動・手動採番区分/Auto/Manual numbering Div.,2,"2：手動採番",1,2
AUTOISSUE_FLG,自動出庫制御フラグ/Auto issue control flag,0,"0：Real-Time",0,1
AUTOISSUE_FLG,自動出庫制御フラグ/Auto issue control flag,1,"1：Batch Type",0,0
AUTOISSUE_FLG_SAVE,自動出庫制御フラグセーブ/Auto issue control flag save,0,"0：Real-Time",0,1
AUTOISSUE_FLG_SAVE,自動出庫制御フラグセーブ/Auto issue control flag save,1,"1：Batch Type",0,0
B_ACCT_TYP,口座種別コード/Accnt type code,1,"1：普通",1,2
B_ACCT_TYP,口座種別コード/Accnt type code,2,"2：当座",1,2
BALANCE_CLASS_CD,残高分類コード/Balance class code,11,"11：売上",1,2
BALANCE_CLASS_CD,残高分類コード/Balance class code,12,"12：返品",1,2
BALANCE_CLASS_CD,残高分類コード/Balance class code,13,"13：諸掛",1,2
BALANCE_CLASS_CD,残高分類コード/Balance class code,14,"14：その他",1,2
BALANCE_CLASS_CD,残高分類コード/Balance class code,15,"15：値引",1,2
BALANCE_CLASS_CD,残高分類コード/Balance class code,16,"16：歩引リベート",1,2
BALANCE_CLASS_CD,残高分類コード/Balance class code,17,"17：その他値引き",1,2
BALANCE_CLASS_CD,残高分類コード/Balance class code,19,"19：売上消費税調整",1,2
BALANCE_CLASS_CD,残高分類コード/Balance class code,21,"21：振込",1,2
BALANCE_CLASS_CD,残高分類コード/Balance class code,22,"22：小切手",1,2
BALANCE_CLASS_CD,残高分類コード/Balance class code,23,"23：期日小切手",1,2
BALANCE_CLASS_CD,残高分類コード/Balance class code,24,"24：現金",1,2
BALANCE_CLASS_CD,残高分類コード/Balance class code,25,"25：期日振込",1,2
BALANCE_CLASS_CD,残高分類コード/Balance class code,26,"26：手形",1,2
BALANCE_CLASS_CD,残高分類コード/Balance class code,27,"27：入金値引",1,2
BALANCE_CLASS_CD,残高分類コード/Balance class code,28,"28：その他入金",1,2
BALANCE_CLASS_CD,残高分類コード/Balance class code,31,"31：手数料",1,2
BALANCE_CLASS_CD,残高分類コード/Balance class code,32,"32：入金消費税調整",1,2
BALANCE_CLASS_CD,残高分類コード/Balance class code,41,"41：買掛相殺",1,2
BALANCE_CLASS_CD,残高分類コード/Balance class code,42,"42：その他相殺",1,2
BALANCE_CLASS_CD,残高分類コード/Balance class code,51,"51：不良債権",1,2
BALANCE_CLASS_CD,残高分類コード/Balance class code,98,"98：その他",1,2
BALANCE_CLASS_CD,残高分類コード/Balance class code,99,"99：対象外",1,2
BALANCE_CTRL_FLG,残高管理フラグ/Balance mgt flag,0,"0：しない",1,2
BALANCE_CTRL_FLG,残高管理フラグ/Balance mgt flag,1,"1：する",1,2
BALANCE_EXT_FLG_AR,残高抽出フラグ/Balance extraction flag,0,"0：未抽出",1,2
BALANCE_EXT_FLG_AR,残高抽出フラグ/Balance extraction flag,1,"1：抽出済",1,2
BATCH_PROCESSING_TYP,バッチ処理区分/Batch-process type,1,"1：自動運転する（夜間バッチあり）",0,1
BATCH_PROCESSING_TYP,バッチ処理区分/Batch-process type,2,"2：自動運転しない（夜間バッチなし）",0,0
